date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:59:14	60305/60305	---MCZ	200	added ('OK')	text/css	date:Thu,%2014%20Jan%202021%2010:08:09%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.3.5	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/revslider/public/assets/css/rs6072b.css	(from https://kiti.wpbingosite.com/)
08:59:15	2587/2587	---MCZ	200	added ('OK')	text/css	date:Fri,%2020%20May%202022%2021:45:42%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/wpbingo/assets/css/bwp_ajax_filter.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/wpbingo/assets/css/bwp_ajax_filtera784.css	(from https://kiti.wpbingosite.com/)
08:59:16	326/326	---MCZ	200	added ('OK')	text/css	date:Fri,%2020%20May%202022%2021:45:42%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/wpbingo/assets/css/bwp_lookbook.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/wpbingo/assets/css/bwp_lookbooka784.css	(from https://kiti.wpbingosite.com/)
08:59:17	2782/2782	---MCZ	200	added ('OK')	text/css	date:Tue,%2022%20Apr%202025%2003:41:33%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.min.css?ver=1745293293	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/complianz-gdpr/assets/css/cookieblocker.minb729.css	(from https://kiti.wpbingosite.com/)
08:59:18	3872/3872	---MCZ	200	added ('OK')	text/css	date:Tue,%2022%20Apr%202025%2003:42:10%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/yith-woocommerce-compare/assets/css/colorbox.css?ver=1.4.21	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/yith-woocommerce-compare/assets/css/colorbox13ac.css	(from https://kiti.wpbingosite.com/)
08:59:19	2279/2279	---MCZ	200	added ('OK')	text/css	date:Tue,%2003%20Mar%202026%2001:30:04%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/css/brands.css?ver=9.8.7	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/css/brands5c8b.css	(from https://kiti.wpbingosite.com/)
08:59:19	1660/1660	---MC-	200	added ('OK')	text/css	date:Tue,%2002%20Jun%202026%2003:14:19%20GMT	https://fonts.googleapis.com/css?family=Poppins%3Aital%2Cwght%400%2C300%3B0%2C400%3B0%2C500%3B0%2C600%3B0%2C700%3B0%2C800%3B0%2C900%3B1%2C300%3B1%2C400%3B1%2C500%3B1%2C600%3B1%2C700%3B1%2C800%3B1%2C900%7CDamion%7COpen%2BSans&subset=latin%2Clatin-ext	./shreeratna/fonts.googleapis.com/csse667.css	(from https://kiti.wpbingosite.com/)
08:59:21	781/781	---MCZ	200	added ('OK')	text/css	date:Mon,%2016%20Sep%202024%2018:11:50%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/style.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/stylea784.css	(from https://kiti.wpbingosite.com/)
08:59:22	72321/72321	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:34%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/bootstrap.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/bootstrapa784.css	(from https://kiti.wpbingosite.com/)
08:59:23	3554/3554	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:44%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/jquery.fancybox.css	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/jquery.fancybox.css	(from https://kiti.wpbingosite.com/)
08:59:24	471/471	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:44%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/jquery.circlestime.css	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/jquery.circlestime.css	(from https://kiti.wpbingosite.com/)
08:59:26	56718/56718	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:44%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/jquery.mmenu.all.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/jquery.mmenu.alla784.css	(from https://kiti.wpbingosite.com/)
08:59:26	3330/3330	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:46%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/slick/slick.css	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/slick/slick.css	(from https://kiti.wpbingosite.com/)
08:59:27	30999/30999	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Apr%202025%2004:31:11%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://kiti.wpbingosite.com/)
08:59:29	47784/47784	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:44%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/materia.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/materiaa784.css	(from https://kiti.wpbingosite.com/)
08:59:30	23785/23785	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:36%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/elegant.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/eleganta784.css	(from https://kiti.wpbingosite.com/)
08:59:30	2222/2222	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:46%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/wpbingo.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/wpbingoa784.css	(from https://kiti.wpbingosite.com/)
08:59:32	1842/1842	---MCZ	200	added ('OK')	text/css	date:Fri,%2023%20Feb%202024%2016:47:42%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/icomoon.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/icomoona784.css	(from https://kiti.wpbingosite.com/)
08:59:33	2180/2180	---MCZ	200	added ('OK')	text/css	date:Mon,%2025%20Jan%202021%2022:31:36%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/flaticon.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/flaticona784.css	(from https://kiti.wpbingosite.com/)
08:59:35	1150544/1150544	---MCZ	200	added ('OK')	text/css	date:Fri,%2023%20Feb%202024%2016:47:42%20GMT	https://kiti.wpbingosite.com/wp-content/themes/kiti/css/template.css?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-content/themes/kiti/css/templatea784.css	(from https://kiti.wpbingosite.com/)
08:59:35	20400/20400	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Apr%202025%2004:31:11%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.36.0	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min4e44.css	(from https://kiti.wpbingosite.com/)
08:59:36	53388/53388	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Apr%202025%2004:38:05%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1745383085	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/css/custom-frontend.min0ba0.css	(from https://kiti.wpbingosite.com/)
08:59:37	482/482	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Apr%202025%2004:04:59%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-9482.css?ver=1745813099	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-9482312e.css	(from https://kiti.wpbingosite.com/)
08:59:38	600/600	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Apr%202025%2004:31:11%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.28.4	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/elementor/assets/css/widget-heading.min89ce.css	(from https://kiti.wpbingosite.com/)
08:59:39	10054/10054	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Apr%202025%2004:38:05%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/css/custom-widget-icon-box.min.css?ver=1745383085	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/css/custom-widget-icon-box.min0ba0.css	(from https://kiti.wpbingosite.com/)
08:59:39	11058/11058	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Apr%202025%2004:11:25%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-11550.css?ver=1745813485	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/css/post-115507823.css	(from https://kiti.wpbingosite.com/)
08:59:41	16080/16080	---MCZ	200	added ('OK')	text/css	date:Tue,%2022%20Apr%202025%2003:45:50%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1745293550	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/elementor/google-fonts/css/poppins0f96.css	(from https://kiti.wpbingosite.com/)
08:59:42	87553/87553	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Jan%202024%2003:41:58%20GMT	https://kiti.wpbingosite.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	./shreeratna/kiti.wpbingosite.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://kiti.wpbingosite.com/)
08:59:43	13577/13577	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Jan%202024%2003:41:58%20GMT	https://kiti.wpbingosite.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	./shreeratna/kiti.wpbingosite.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://kiti.wpbingosite.com/)
08:59:45	9636/9636	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202026%2001:30:04%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.8.7	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minb274.js	(from https://kiti.wpbingosite.com/)
08:59:46	4035/4035	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202026%2001:30:04%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.8.7	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min5c8b.js	(from https://kiti.wpbingosite.com/)
08:59:46	1720/1720	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202026%2001:30:04%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.8.7	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min1b05.js	(from https://kiti.wpbingosite.com/)
08:59:47	3804/3804	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202026%2001:30:04%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.8.7	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min5c8b.js	(from https://kiti.wpbingosite.com/)
08:59:49	18905/18905	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2022%20Apr%202025%2003:39:20%20GMT	https://kiti.wpbingosite.com/wp-includes/js/underscore.min.js?ver=1.13.7	./shreeratna/kiti.wpbingosite.com/wp-includes/js/underscore.min3ab8.js	(from https://kiti.wpbingosite.com/)
08:59:49	1431/1431	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2011%20Mar%202026%2013:30:07%20GMT	https://kiti.wpbingosite.com/wp-includes/js/wp-util.min.js?ver=6.8.5	./shreeratna/kiti.wpbingosite.com/wp-includes/js/wp-util.mina784.js	(from https://kiti.wpbingosite.com/)
08:59:51	14751/14751	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202026%2001:30:04%20GMT	https://kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min.js?ver=9.8.7	./shreeratna/kiti.wpbingosite.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min5c8b.js	(from https://kiti.wpbingosite.com/)
08:59:53	74360/74360	---MCZ	200	added ('OK')	application/json	date:Tue,%2002%20Jun%202026%2003:14:52%20GMT	https://kiti.wpbingosite.com/wp-json/wp/v2/pages/11550	./shreeratna/kiti.wpbingosite.com/wp-json/wp/v2/pages/11550.json	(from https://kiti.wpbingosite.com/)
08:59:53	0/0	---MC-	403	error ('Forbidden')	text/html	date:Tue,%2002%20Jun%202026%2003:14:54%20GMT	https://kiti.wpbingosite.com/xmlrpc.php?rsd	./shreeratna/kiti.wpbingosite.com/xmlrpc.2b0db0.delayed	(from https://kiti.wpbingosite.com/)
08:59:55	1488489/1488489	---MCZ	200	added ('OK')	application/json	date:Tue,%2002%20Jun%202026%2003:14:53%20GMT	https://kiti.wpbingosite.com/wp-json/	./shreeratna/kiti.wpbingosite.com/wp-json/index.html	(from https://kiti.wpbingosite.com/)
08:59:55	2100/2100	---MCZ	200	added ('OK')	application/json	date:Tue,%2002%20Jun%202026%2003:14:54%20GMT	https://kiti.wpbingosite.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkiti.wpbingosite.com%2F	./shreeratna/kiti.wpbingosite.com/wp-json/oembed/1.0/embedbb2d.json	(from https://kiti.wpbingosite.com/)
08:59:56	2259/2259	---MCZ	200	added ('OK')	text/xml	date:Tue,%2002%20Jun%202026%2003:14:56%20GMT	https://kiti.wpbingosite.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkiti.wpbingosite.com%2F&format=xml	./shreeratna/kiti.wpbingosite.com/wp-json/oembed/1.0/embed7448	(from https://kiti.wpbingosite.com/)
08:59:56	1729/1729	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/02/thumbnail.png	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/02/thumbnail.png	(from https://kiti.wpbingosite.com/)
08:59:57	1364/1364	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2016:41:28%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2021/01/logo.png	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2021/01/logo.png	(from https://kiti.wpbingosite.com/)
08:59:59	10137/10137	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-7.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-7.jpg	(from https://kiti.wpbingosite.com/)
09:00:00	192897/192897	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:14:59%20GMT	https://kiti.wpbingosite.com/shop/	./shreeratna/kiti.wpbingosite.com/shop/index.html	(from https://kiti.wpbingosite.com/)
09:00:00	116987/116987	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:00%20GMT	https://kiti.wpbingosite.com/wishlist/	./shreeratna/kiti.wpbingosite.com/wishlist/index.html	(from https://kiti.wpbingosite.com/)
09:00:00	118859/118859	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:00%20GMT	https://kiti.wpbingosite.com/my-account/	./shreeratna/kiti.wpbingosite.com/my-account/index.html	(from https://kiti.wpbingosite.com/)
09:00:01	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2002%20Jun%202026%2003:15:01%20GMT	https://kiti.wpbingosite.com/checkout/	./shreeratna/kiti.wpbingosite.com/checkout/index.html	(from https://kiti.wpbingosite.com/)
09:00:02	12286/12286	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-6.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-6.jpg	(from https://kiti.wpbingosite.com/)
09:00:04	12438/12438	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-2.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-2.jpg	(from https://kiti.wpbingosite.com/)
09:00:04	215887/215887	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:03%20GMT	https://kiti.wpbingosite.com/home-6/	./shreeratna/kiti.wpbingosite.com/home-6/index.html	(from https://kiti.wpbingosite.com/)
09:00:04	251867/251867	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:04%20GMT	https://kiti.wpbingosite.com/home-2/	./shreeratna/kiti.wpbingosite.com/home-2/index.html	(from https://kiti.wpbingosite.com/)
09:00:05	11908/11908	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-1.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-1.jpg	(from https://kiti.wpbingosite.com/)
09:00:07	10713/10713	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-3.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-3.jpg	(from https://kiti.wpbingosite.com/)
09:00:07	220302/220302	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:06%20GMT	https://kiti.wpbingosite.com/home-7/	./shreeratna/kiti.wpbingosite.com/home-7/index.html	(from https://kiti.wpbingosite.com/)
09:00:08	9018/9018	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-8.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-8.jpg	(from https://kiti.wpbingosite.com/)
09:00:09	215250/215250	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:08%20GMT	https://kiti.wpbingosite.com/home-3/	./shreeratna/kiti.wpbingosite.com/home-3/index.html	(from https://kiti.wpbingosite.com/)
09:00:09	196864/196864	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:08%20GMT	https://kiti.wpbingosite.com/home-8/	./shreeratna/kiti.wpbingosite.com/home-8/index.html	(from https://kiti.wpbingosite.com/)
09:00:10	9986/9986	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-4.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-4.jpg	(from https://kiti.wpbingosite.com/)
09:00:12	11677/11677	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-9.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-9.jpg	(from https://kiti.wpbingosite.com/)
09:00:13	202316/202316	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:11%20GMT	https://kiti.wpbingosite.com/home-4/	./shreeratna/kiti.wpbingosite.com/home-4/index.html	(from https://kiti.wpbingosite.com/)
09:00:13	252943/252943	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:13%20GMT	https://kiti.wpbingosite.com/home-9/	./shreeratna/kiti.wpbingosite.com/home-9/index.html	(from https://kiti.wpbingosite.com/)
09:00:14	12678/12678	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-5.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-5.jpg	(from https://kiti.wpbingosite.com/)
09:00:15	211214/211214	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:15%20GMT	https://kiti.wpbingosite.com/home-5/	./shreeratna/kiti.wpbingosite.com/home-5/index.html	(from https://kiti.wpbingosite.com/)
09:00:16	14880/14880	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/home-10.jpg	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/home-10.jpg	(from https://kiti.wpbingosite.com/)
09:00:17	3390/3390	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Jan%202021%2016:41:00%20GMT	https://kiti.wpbingosite.com/wp-content/uploads/2020/06/mega-menu.png	./shreeratna/kiti.wpbingosite.com/wp-content/uploads/2020/06/mega-menu.png	(from https://kiti.wpbingosite.com/)
09:00:18	237308/237308	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:17%20GMT	https://kiti.wpbingosite.com/home-10/	./shreeratna/kiti.wpbingosite.com/home-10/index.html	(from https://kiti.wpbingosite.com/)
09:00:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:15:18%20GMT	https://kiti.wpbingosite.com/shop?category_style=only_categories	./shreeratna/kiti.wpbingosite.com/shopfddf	(from https://kiti.wpbingosite.com/)
09:00:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:15:19%20GMT	https://kiti.wpbingosite.com/shop	./shreeratna/kiti.wpbingosite.com/shop	(from https://kiti.wpbingosite.com/)
09:00:20	121570/121570	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:19%20GMT	https://kiti.wpbingosite.com/shop/?category_style=only_categories	./shreeratna/kiti.wpbingosite.com/shop/indexfddf.html	(from https://kiti.wpbingosite.com/)
09:00:20	190102/190102	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:20%20GMT	https://kiti.wpbingosite.com/shop/?show-subcategories=hide&show_page_title_bg=true	./shreeratna/kiti.wpbingosite.com/shop/index68fa.html	(from https://kiti.wpbingosite.com/)
09:00:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:15:21%20GMT	https://kiti.wpbingosite.com/shop?show-subcategories=true&style-subcategories=shop_mini_categories	./shreeratna/kiti.wpbingosite.com/shop4d07	(from https://kiti.wpbingosite.com/)
09:00:22	165707/165707	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:21%20GMT	https://kiti.wpbingosite.com/product-category/glassware/?show_page_title_bg=true	./shreeratna/kiti.wpbingosite.com/product-category/glassware/indexd68e.html	(from https://kiti.wpbingosite.com/)
09:00:22	193101/193101	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Jun%202026%2003:15:21%20GMT	https://kiti.wpbingosite.com/shop/?style-subcategories=icon_categories	./shreeratna/kiti.wpbingosite.com/shop/index3369.html	(from https://kiti.wpbingosite.com/)
09:00:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jun%202026%2003:15:22%20GMT	https://kiti.wpbingosite.com/shop	./shreeratna/kiti.wpbingosite.com/shop	(from https://kiti.wpbingosite.com/)
